Gene,Drug,test.ROC.AUC,Varimp.Score
NCAPD2,Tanespimycin,1,88.0332190011819
PIAS3,Tanespimycin,1,88.0332190011819
SPHK1,Tanespimycin,1,100
CNN2,Tanespimycin,0.9,81.7472386644347
CEBPA,Tanespimycin,0.9,86.4328726901418
CHAF1A,Tanespimycin,0.9,86.4328726901418
E2F4,Tanespimycin,0.9,86.4328726901418
FN1,Tanespimycin,0.9,100
LOX,Tanespimycin,0.9,86.4328726901418
PA2G4,Tanespimycin,0.9,86.4328726901418
PMS2,Tanespimycin,0.9,86.4328726901418
PNN,Tanespimycin,0.9,86.4328726901418
RPS2,Tanespimycin,0.9,100
SLC7A1,Tanespimycin,0.9,86.4328726901418
SNRPA1,Tanespimycin,0.9,86.4328726901418
TGFBI,Tanespimycin,0.9,92.5641983252443
CCR7,Tanespimycin,0.85,88.3057650443162
DGKA,Tanespimycin,0.85,97.5913720425154
ANXA1,Tanespimycin,0.9,85.3198951014858
CDC42BPA,Tanespimycin,0.9,85.3198951014858
HSP90AB1,Tanespimycin,0.9,85.3198951014858
SLBP,Tanespimycin,0.9,85.3198951014858
SMC2,Tanespimycin,0.9,85.3198951014858
SMC3,Tanespimycin,0.9,85.3198951014858
SMC4,Tanespimycin,0.9,85.3198951014858
SNRPG,Tanespimycin,0.9,85.3198951014858
THSD4,Tanespimycin,0.9,100
TYMS,Tanespimycin,0.9,85.3198951014858
COL4A2,Tanespimycin,0.85,88.0332190011819
ITGB5,Tanespimycin,0.85,88.0332190011819
AMH,Tanespimycin,0.9,85.1283966504887
GINS2,Tanespimycin,0.9,100
HSPB8,Tanespimycin,0.9,85.1283966504887
ICA1,Tanespimycin,0.9,85.1283966504887
MCM4,Tanespimycin,0.9,85.1283966504887
DHCR7,Tanespimycin,0.85,81.6926751446044
JUNB,Tanespimycin,0.85,100
NEK7,Tanespimycin,0.85,89.3822074633053
DBF4,Tanespimycin,0.95,90.7974704335982
DPYSL3,Tanespimycin,0.875,84.1570114309907
SLC7A5,Tanespimycin,0.875,84.1570114309907
ITGBL1,Tanespimycin,0.85,84.1570114309907
PRKAR2B,Tanespimycin,0.85,84.1570114309907
PSMD1,Tanespimycin,0.85,84.1570114309907
RPS6KA5,Tanespimycin,0.85,84.1570114309907
RUVBL2,Tanespimycin,0.85,84.1570114309907
TFDP1,Tanespimycin,0.85,84.1570114309907
ABCC1,Tanespimycin,0.85,84.0627477508349
ALDH3A1,Tanespimycin,0.85,84.0627477508349
ANO1,Tanespimycin,0.85,84.0627477508349
DCLRE1B,Tanespimycin,0.85,84.0627477508349
DDX39A,Tanespimycin,0.85,84.0627477508349
DNMT1,Tanespimycin,0.85,84.0627477508349
DSCC1,Tanespimycin,0.85,84.0627477508349
EBP,Tanespimycin,0.85,84.0627477508349
HDAC2,Tanespimycin,0.85,84.0627477508349
ORC6,Tanespimycin,0.85,100
UGDH,Tanespimycin,0.85,84.0627477508349
ATF3,Tanespimycin,0.85,82.7940424902625
COL6A2,Tanespimycin,0.85,82.7940424902625
CXCL2,Tanespimycin,0.85,82.7940424902625
EGR1,Tanespimycin,0.85,89.8877852345112
FDXR,Tanespimycin,0.85,82.7940424902625
KRT17,Tanespimycin,0.85,82.7940424902625
SAT1,Tanespimycin,0.85,82.7940424902625
TNPO2,Tanespimycin,0.85,82.7940424902625
TP63,Tanespimycin,0.85,82.7940424902625
UBA2,Tanespimycin,0.85,82.7940424902625
GPX1,Tanespimycin,0.8,89.6282908546488
MYBL2,Tanespimycin,0.8,89.6282908546488
MED13L,Tanespimycin,0.95,100
BDNF,Tanespimycin,0.9,84.1570114309907
EMP1,Tanespimycin,0.9,85.1283966504887
F3,Tanespimycin,0.9,85.1283966504887
SERPINB2,Tanespimycin,0.9,85.1283966504887
SLC19A2,Tanespimycin,0.9,85.1283966504887
TM7SF3,Tanespimycin,0.9,85.1283966504887
TRIM29,Tanespimycin,0.9,85.1283966504887
AKR1C2,Tanespimycin,0.85,85.1283966504887
AKR1C3,Tanespimycin,0.85,85.1283966504887
CDC25A,Tanespimycin,0.85,85.1283966504887
IL17RB,Tanespimycin,0.85,85.1283966504887
PBK,Tanespimycin,0.85,85.1283966504887
SPP1,Tanespimycin,0.85,85.1283966504887
TOP1,Tanespimycin,0.85,85.1283966504887
WRAP73,Tanespimycin,0.85,85.1283966504887
ELF3,Tanespimycin,1,85.1283966504887
PLOD2,Tanespimycin,1,98.695523960347
RPS10,Tanespimycin,1,85.1283966504887
CDCA3,Tanespimycin,0.95,85.3198951014858
NNMT,Tanespimycin,0.95,85.3198951014858
NUP153,Tanespimycin,0.95,100
COL16A1,Tanespimycin,0.9,84.1570114309907
FOS,Tanespimycin,0.9,84.1570114309907
ID2,Tanespimycin,0.9,84.1570114309907
MATN2,Tanespimycin,0.9,84.1570114309907
PDS5B,Tanespimycin,0.9,84.1570114309907
RRP9,Tanespimycin,0.9,84.1570114309907
KYNU,Tanespimycin,0.85,100
LSM7,Tanespimycin,0.85,83.9337415344357
NADSYN1,Tanespimycin,0.85,83.9337415344357
POLE3,Tanespimycin,0.85,83.9337415344357
UNG,Tanespimycin,0.85,83.9337415344357
AGR2,Tanespimycin,0.9,84.0627477508349
BAK1,Tanespimycin,0.9,84.0627477508349
CLNS1A,Tanespimycin,0.9,84.0627477508349
PAPSS2,Tanespimycin,0.9,84.0627477508349
TGFB2,Tanespimycin,0.9,84.0627477508349
CLDN5,Tanespimycin,0.9,85.1283966504887
ENDOD1,Tanespimycin,0.9,88.3057650443162
SLC29A1,Tanespimycin,0.85,85.1283966504887
HMMR,Tanespimycin,0.9,85.1283966504887
PMM1,Tanespimycin,0.9,85.1283966504887
PSMA1,Tanespimycin,0.9,85.1283966504887
PSMA7,Tanespimycin,0.9,85.1283966504887
SLC1A4,Tanespimycin,0.9,85.1283966504887
AKAP1,Tanespimycin,0.9,85.3198951014858
NME1,Tanespimycin,0.9,100
PSMB2,Tanespimycin,0.9,85.3198951014858
DDX21,Tanespimycin,0.85,82.7940424902625
FBXO5,Tanespimycin,0.85,82.7940424902625
SERPINB5,Tanespimycin,0.85,98.4907639893799
SSBP1,Tanespimycin,0.85,82.7940424902625
TXNL4A,Tanespimycin,0.85,82.7940424902625
TGFBR3,Tanespimycin,1,82.7940424902625
CHMP1A,Tanespimycin,0.95,82.7940424902625
SNTB1,Tanespimycin,0.95,82.7940424902625
ADAM8,Tanespimycin,0.95,80.7575691193233
CDKN1B,Tanespimycin,0.95,80.7575691193233
HOMER2,Tanespimycin,0.95,80.7575691193233
MAST4,Tanespimycin,0.9,89.8482126339166
CENPA,Topotecan,0.9,85.3198951014858
EGLN3,Topotecan,0.9,85.3198951014858
EIF2AK2,Topotecan,0.9,85.3198951014858
ENO1,Topotecan,0.9,85.3198951014858
FOSL1,Topotecan,0.9,98.7123214189051
GPD2,Topotecan,0.9,85.3198951014858
HDGF,Topotecan,0.9,85.3198951014858
HKDC1,Topotecan,0.9,85.3198951014858
MMS22L,Topotecan,0.9,91.372268969648
NUSAP1,Topotecan,0.9,85.3198951014858
PPIA,Topotecan,0.9,85.3198951014858
PPIF,Topotecan,0.9,85.3198951014858
RASAL2,Topotecan,0.9,85.3198951014858
RRAD,Topotecan,0.9,100
SERINC1,Topotecan,0.9,85.3198951014858
SMC6,Topotecan,0.9,85.3198951014858
SMS,Topotecan,0.9,85.3198951014858
TPI1,Topotecan,0.9,85.3198951014858
UPP1,Topotecan,0.9,85.3198951014858
ANO1,Topotecan,0.85,92.9750729279432
BHLHE40,Topotecan,0.85,85.9501458558864
BMP2,Topotecan,0.85,85.9501458558864
CSF1,Topotecan,0.85,85.9501458558864
DLGAP5,Topotecan,0.85,85.9501458558864
EBP,Topotecan,0.85,85.9501458558864
EIF2S1,Topotecan,0.85,85.9501458558864
EXT1,Topotecan,0.85,97.5352088593435
HK1,Topotecan,0.85,85.9501458558864
KRT17,Topotecan,0.85,85.9501458558864
NDC80,Topotecan,0.85,85.9501458558864
NMU,Topotecan,0.85,85.9501458558864
PTGER4,Topotecan,0.85,100
SMC4,Topotecan,0.85,85.9501458558864
ABI3BP,Topotecan,0.85,82.7940424902625
ACSS1,Topotecan,0.85,82.7940424902625
CORO1A,Topotecan,0.85,98.4907639893799
CYP51A1,Topotecan,0.85,82.7940424902625
FADS1,Topotecan,0.85,82.7940424902625
FCGR1A,Topotecan,0.85,82.7940424902625
LBR,Topotecan,0.85,100
NUFIP1,Topotecan,0.85,82.7940424902625
PLOD3,Topotecan,0.85,82.7940424902625
TUBA4A,Topotecan,0.85,82.7940424902625
ETS2,Topotecan,0.8,92.6854702208835
FBLN1,Topotecan,0.8,100
GPX2,Topotecan,0.8,92.6854702208835
HPGD,Topotecan,0.8,92.6854702208835
INHBB,Topotecan,0.8,92.6854702208835
NBL1,Topotecan,0.8,92.6854702208835
RXRA,Topotecan,0.8,92.6854702208835
TPM2,Topotecan,0.8,92.6854702208835
ACACA,Topotecan,0.825,100
ALDH1A3,Topotecan,0.825,92.0785057154954
ANPEP,Topotecan,0.825,92.0785057154954
CEBPA,Topotecan,0.825,92.0785057154954
FANCC,Topotecan,0.825,92.0785057154954
FOXN3,Topotecan,0.825,92.0785057154954
NR4A2,Topotecan,0.825,92.0785057154954
PMEPA1,Topotecan,0.825,92.0785057154954
TGFBI,Topotecan,0.825,92.0785057154954
FOSL2,Topotecan,0.9,100
DUT,Topotecan,0.8,88.3057650443162
MTHFD2,Topotecan,0.8,86.9730226388138
PARP14,Topotecan,0.8,86.9730226388138
TRIM14,Topotecan,0.8,100
AGR2,Topotecan,0.8,100
CCL20,Topotecan,0.8,89.5055923838693
CXCL2,Topotecan,0.8,89.5055923838693
DAPP1,Topotecan,0.8,90.6886034870538
ACSL5,Topotecan,0.95,100
CBR3,Topotecan,0.95,100
CTSS,Topotecan,0.95,100
FADS2,Topotecan,0.95,100
MAOA,Topotecan,0.95,100
NRP1,Topotecan,0.95,100
TFRC,Topotecan,0.95,100
BAIAP2,Topotecan,0.9,89.7293861310516
KIF15,Topotecan,0.9,100
KYNU,Topotecan,0.9,89.7293861310516
POLQ,Topotecan,0.9,88.5588877884443
RRM2,Topotecan,0.9,89.7293861310516
ANP32E,Topotecan,0.85,85.3198951014858
CA12,Topotecan,0.85,85.3198951014858
CCND3,Topotecan,0.85,85.3198951014858
COL5A2,Topotecan,0.85,85.3198951014858
CUL5,Topotecan,0.85,85.3198951014858
ITGA2,Topotecan,0.85,85.3198951014858
ITGB1,Topotecan,0.85,85.3198951014858
PDHA1,Topotecan,0.85,85.3198951014858
SLC2A8,Topotecan,0.85,98.7123214189051
SRM,Topotecan,0.85,85.3198951014858
STARD7,Topotecan,0.85,85.3198951014858
TIMP3,Topotecan,0.85,98.7123214189051
AURKB,Topotecan,0.8,84.0627477508349
BARD1,Topotecan,0.8,84.0627477508349
ELOVL6,Topotecan,0.8,84.0627477508349
HMGCS1,Topotecan,0.8,84.0627477508349
MDK,Topotecan,0.8,84.0627477508349
MSH2,Topotecan,0.8,84.0627477508349
NTHL1,Topotecan,0.8,84.0627477508349
POP7,Topotecan,0.8,84.0627477508349
SLC2A1,Topotecan,0.8,84.0627477508349
SORD,Topotecan,0.8,100
TPST2,Topotecan,0.8,84.0627477508349
BNIP3L,Topotecan,0.85,88.3057650443162
PDK1,Topotecan,0.85,100
WSB1,Topotecan,0.85,88.3057650443162
ATP7A,Topotecan,0.875,98.695523960347
CADM1,Topotecan,0.875,100
CASP4,Topotecan,0.875,85.1283966504887
FAM120A,Topotecan,0.875,85.1283966504887
IDI1,Topotecan,0.875,85.1283966504887
MCM7,Topotecan,0.875,85.1283966504887
NR4A3,Topotecan,0.875,85.1283966504887
ATRX,Topotecan,0.825,85.1283966504887
CDKN3,Topotecan,0.825,98.695523960347
CSE1L,Topotecan,0.825,98.695523960347
JUN,Topotecan,0.825,85.1283966504887
MGLL,Topotecan,0.825,100
ORC2,Topotecan,0.825,85.1283966504887
RRM1,Topotecan,0.825,85.1283966504887
SLC3A2,Topotecan,0.825,85.1283966504887
TFPI2,Topotecan,0.825,85.1283966504887
TM4SF1,Topotecan,0.825,85.1283966504887
INSIG1,Topotecan,0.9,100
TSPAN1,Topotecan,0.9,100
FSTL1,Topotecan,0.95,90.1183927390647
PTPN6,Topotecan,0.95,90.1183927390647
TIMP1,Topotecan,0.95,90.1183927390647
SSPN,Topotecan,0.975,87.2315914055215
THBS2,Topotecan,0.975,100
CKS2,Topotecan,0.85,85.1283966504887
DEPDC1,Topotecan,0.85,98.695523960347
E2F8,Topotecan,0.85,98.695523960347
INHBA,Topotecan,0.85,85.1283966504887
KLF7,Topotecan,0.85,85.1283966504887
PANX1,Topotecan,0.85,85.1283966504887
PLEK2,Topotecan,0.85,85.1283966504887
PSMC2,Topotecan,0.85,85.1283966504887
SERPINB5,Topotecan,0.85,98.695523960347
SMC2,Topotecan,0.85,85.1283966504887
SRPX,Topotecan,0.85,100
EFEMP2,Topotecan,1,100
TAGLN,Topotecan,1,98.7123214189051
CCNB2,Topotecan,0.8,88.6912564443331
GJB3,Topotecan,0.8,100
HTRA1,Topotecan,0.8,97.9090655386137
LAMC2,Topotecan,0.8,89.8482126339166
TGFA,Topotecan,0.8,88.6912564443331
ACSL3,Topotecan,0.925,85.3198951014858
ERH,Topotecan,0.925,85.3198951014858
IL32,Topotecan,0.925,85.3198951014858
LAMC1,Topotecan,0.925,100
NUDT15,Topotecan,0.925,85.3198951014858
PSMC3IP,Topotecan,0.925,85.3198951014858
SECTM1,Topotecan,0.925,85.3198951014858
SERBP1,Topotecan,0.925,85.3198951014858
SERP1,Topotecan,0.925,85.3198951014858
STAG1,Topotecan,0.925,85.3198951014858
ZNF292,Topotecan,0.925,85.3198951014858
CP,Topotecan,0.85,82.7940424902625
DHCR24,Topotecan,0.85,98.4907639893799
SCD,Topotecan,0.85,82.7940424902625
TNFAIP2,Topotecan,0.85,82.7940424902625
ADAM8,Topotecan,0.85,82.7940424902625
IRF5,Topotecan,0.85,82.7940424902625
REEP6,Topotecan,0.85,82.7940424902625
RPL22,Topotecan,0.85,82.7940424902625
ANKZF1,Topotecan,0.8,85.1283966504887
CD9,Topotecan,0.8,85.1283966504887
DMD,Topotecan,0.8,85.1283966504887
EIF3D,Topotecan,0.8,85.1283966504887
MCM2,Topotecan,0.8,85.1283966504887
NOTCH2,Topotecan,0.8,100
PSMD8,Topotecan,0.8,85.1283966504887
CAV1,Topotecan,0.85,84.9318360623059
COL3A1,Topotecan,0.85,84.9318360623059
GJA1,Topotecan,0.85,84.9318360623059
IL18BP,Topotecan,0.85,91.1442005030337
MAPK13,Topotecan,0.85,84.9318360623059
MXD1,Topotecan,0.85,84.9318360623059
SGCB,Topotecan,0.85,84.9318360623059
AKT3,Trichostatin,0.9,85.3198951014858
CCND3,Trichostatin,0.9,85.3198951014858
CYCS,Trichostatin,0.9,85.3198951014858
DCK,Trichostatin,0.9,85.3198951014858
E2F2,Trichostatin,0.9,85.3198951014858
FN1,Trichostatin,0.9,85.3198951014858
GLA,Trichostatin,0.9,85.3198951014858
GNL3,Trichostatin,0.9,100
HNRNPA1,Trichostatin,0.9,85.3198951014858
HNRNPR,Trichostatin,0.9,85.3198951014858
HSP90B1,Trichostatin,0.9,85.3198951014858
IPO7,Trichostatin,0.9,85.3198951014858
MTHFD2L,Trichostatin,0.9,85.3198951014858
NAV2,Trichostatin,0.9,85.3198951014858
PAICS,Trichostatin,0.9,85.3198951014858
PES1,Trichostatin,0.9,85.3198951014858
PHB2,Trichostatin,0.9,85.3198951014858
PIN1,Trichostatin,0.9,85.3198951014858
PSMD12,Trichostatin,0.9,100
RPL22,Trichostatin,0.9,85.3198951014858
SMC1A,Trichostatin,0.9,85.3198951014858
USO1,Trichostatin,0.9,85.3198951014858
YIF1A,Trichostatin,0.9,100
ACAT1,Trichostatin,0.8,89.5055923838693
DDX10,Trichostatin,0.8,89.5055923838693
EEF2,Trichostatin,0.8,89.5055923838693
MRPS30,Trichostatin,0.8,90.6886034870538
RPL14,Trichostatin,0.8,89.5055923838693
SRSF7,Trichostatin,0.8,100
HSPE1,Trichostatin,0.85,80.3593209314697
MEST,Trichostatin,0.85,80.3593209314697
PARP12,Trichostatin,0.85,100
SAMD9L,Trichostatin,0.85,80.3593209314697
CBX3,Trichostatin,0.8,85.1283966504887
CCT4,Trichostatin,0.8,85.1283966504887
CDKN2A,Trichostatin,0.8,85.1283966504887
CKS2,Trichostatin,0.8,85.1283966504887
DKC1,Trichostatin,0.8,85.1283966504887
DNMT1,Trichostatin,0.8,85.1283966504887
EIF4A3,Trichostatin,0.8,85.1283966504887
EPHB2,Trichostatin,0.8,85.1283966504887
FBN1,Trichostatin,0.8,98.695523960347
FH,Trichostatin,0.8,85.1283966504887
FKBP4,Trichostatin,0.8,85.1283966504887
GLO1,Trichostatin,0.8,85.1283966504887
GPC1,Trichostatin,0.8,100
HELLS,Trichostatin,0.8,100
HNRNPD,Trichostatin,0.8,85.1283966504887
IL15,Trichostatin,0.8,85.1283966504887
IL1R1,Trichostatin,0.8,85.1283966504887
ILF3,Trichostatin,0.8,85.1283966504887
KIF20B,Trichostatin,0.8,85.1283966504887
LAS1L,Trichostatin,0.8,85.1283966504887
MALL,Trichostatin,0.8,85.1283966504887
MAP2K3,Trichostatin,0.8,85.1283966504887
MCM2,Trichostatin,0.8,100
MSH2,Trichostatin,0.8,97.3910479206939
NCL,Trichostatin,0.8,85.1283966504887
NDUFA9,Trichostatin,0.8,85.1283966504887
NDUFS6,Trichostatin,0.8,85.1283966504887
NFYA,Trichostatin,0.8,85.1283966504887
NOLC1,Trichostatin,0.8,85.1283966504887
NPM1,Trichostatin,0.8,85.1283966504887
OGFR,Trichostatin,0.8,85.1283966504887
PABPC1,Trichostatin,0.8,85.1283966504887
PMEPA1,Trichostatin,0.8,85.1283966504887
PPP1R8,Trichostatin,0.8,85.1283966504887
PSMB3,Trichostatin,0.8,85.1283966504887
PSMC3,Trichostatin,0.8,85.1283966504887
PSMG1,Trichostatin,0.8,85.1283966504887
PTGES3,Trichostatin,0.8,85.1283966504887
RAB31,Trichostatin,0.8,92.5641983252443
RFC1,Trichostatin,0.8,85.1283966504887
RPL6,Trichostatin,0.8,85.1283966504887
RPS3,Trichostatin,0.8,98.695523960347
SF3A1,Trichostatin,0.8,92.5641983252443
SKIL,Trichostatin,0.8,85.1283966504887
SMAD7,Trichostatin,0.8,85.1283966504887
SMOX,Trichostatin,0.8,85.1283966504887
SNRPD1,Trichostatin,0.8,85.1283966504887
SRD5A1,Trichostatin,0.8,85.1283966504887
TFPI,Trichostatin,0.8,85.1283966504887
TRIM25,Trichostatin,0.8,85.1283966504887
ZBTB17,Trichostatin,0.8,85.1283966504887
ABCF2,Trichostatin,0.95,82.7940424902625
ADIPOR2,Trichostatin,0.95,82.7940424902625
ADORA2B,Trichostatin,0.95,82.7940424902625
ATP6V0B,Trichostatin,0.95,100
BSG,Trichostatin,0.95,82.7940424902625
CTPS1,Trichostatin,0.95,100
EGLN3,Trichostatin,0.95,100
GRPEL1,Trichostatin,0.95,91.3970212451313
IFIH1,Trichostatin,0.95,82.7940424902625
ISCA1,Trichostatin,0.95,82.7940424902625
NOD1,Trichostatin,0.95,82.7940424902625
SMAD3,Trichostatin,0.95,82.7940424902625
TGFBI,Trichostatin,0.95,100
XPOT,Trichostatin,0.95,82.7940424902625
ADAM9,Trichostatin,0.85,82.7940424902625
ARHGDIA,Trichostatin,0.85,100
CAPN2,Trichostatin,0.85,82.7940424902625
HMMR,Trichostatin,0.85,98.4907639893799
NDRG2,Trichostatin,0.85,82.7940424902625
NRP1,Trichostatin,0.85,98.4907639893799
PDHA1,Trichostatin,0.85,82.7940424902625
PMPCA,Trichostatin,0.85,82.7940424902625
POLD1,Trichostatin,0.85,98.4907639893799
PPP1CA,Trichostatin,0.85,98.4907639893799
PRDX4,Trichostatin,0.85,82.7940424902625
PSMD13,Trichostatin,0.85,100
RAN,Trichostatin,0.85,82.7940424902625
RBBP7,Trichostatin,0.85,82.7940424902625
SPCS1,Trichostatin,0.85,82.7940424902625
SYNJ2,Trichostatin,0.85,82.7940424902625
TNFRSF21,Trichostatin,0.85,100
VDAC2,Trichostatin,0.85,82.7940424902625
ZNFX1,Trichostatin,0.85,82.7940424902625
PPIA,Trichostatin,0.9,85.5160273761359
RCL1,Trichostatin,0.9,93.7005939977108
RFC4,Trichostatin,0.9,93.5711264861375
SET,Trichostatin,0.9,100
ABCC3,Trichostatin,0.85,84.1570114309907
AK2,Trichostatin,0.85,84.1570114309907
AKR1C3,Trichostatin,0.85,84.1570114309907
ANP32E,Trichostatin,0.85,84.1570114309907
BAK1,Trichostatin,0.85,84.1570114309907
CCT2,Trichostatin,0.85,84.1570114309907
CFD,Trichostatin,0.85,84.1570114309907
DDX21,Trichostatin,0.85,84.1570114309907
EIF4G2,Trichostatin,0.85,84.1570114309907
FOXN3,Trichostatin,0.85,84.1570114309907
GSK3B,Trichostatin,0.85,84.1570114309907
HCCS,Trichostatin,0.85,84.1570114309907
HNRNPA2B1,Trichostatin,0.85,84.1570114309907
HSP90AB1,Trichostatin,0.85,84.1570114309907
INCENP,Trichostatin,0.85,84.1570114309907
ITPR2,Trichostatin,0.85,84.1570114309907
MFN2,Trichostatin,0.85,84.1570114309907
MRTO4,Trichostatin,0.85,84.1570114309907
NUDT21,Trichostatin,0.85,84.1570114309907
ODC1,Trichostatin,0.85,84.1570114309907
RSL1D1,Trichostatin,0.85,84.1570114309907
SRM,Trichostatin,0.85,98.6103180337008
TARDBP,Trichostatin,0.85,84.1570114309907
TCOF1,Trichostatin,0.85,84.1570114309907
AGO2,Trichostatin,1,83.9337415344357
BMPR2,Trichostatin,1,100
CDC45,Trichostatin,1,83.9337415344357
COL4A2,Trichostatin,1,83.9337415344357
DCP1A,Trichostatin,1,83.9337415344357
DDAH1,Trichostatin,1,83.9337415344357
IGFBP4,Trichostatin,1,83.9337415344357
MXD3,Trichostatin,1,83.9337415344357
NDUFB5,Trichostatin,1,83.9337415344357
RAD51C,Trichostatin,1,83.9337415344357
THEM4,Trichostatin,1,83.9337415344357
CASP1,Trichostatin,0.8,92.797555367716
CASP8AP2,Trichostatin,0.8,92.797555367716
COX7A2L,Trichostatin,0.8,92.797555367716
EIF1AX,Trichostatin,0.8,92.797555367716
EIF4A1,Trichostatin,0.8,92.797555367716
ID3,Trichostatin,0.8,92.797555367716
LSM8,Trichostatin,0.8,92.797555367716
MAGI2,Trichostatin,0.8,92.797555367716
NAP1L1,Trichostatin,0.8,92.797555367716
NDUFB1,Trichostatin,0.8,92.797555367716
PPM1G,Trichostatin,0.8,92.797555367716
PSMA2,Trichostatin,0.8,92.797555367716
RAB1A,Trichostatin,0.8,92.797555367716
SPAG5,Trichostatin,0.8,92.797555367716
SRI,Trichostatin,0.8,92.797555367716
SSBP1,Trichostatin,0.8,92.797555367716
SYNCRIP,Trichostatin,0.8,92.797555367716
TIPIN,Trichostatin,0.8,92.797555367716
VLDLR,Trichostatin,0.8,92.797555367716
ABCB7,Trichostatin,0.95,85.3198951014858
ANXA4,Trichostatin,0.95,85.3198951014858
COL4A1,Trichostatin,0.95,85.3198951014858
CRAT,Trichostatin,0.95,98.7123214189051
CYFIP2,Trichostatin,0.95,85.3198951014858
HSPA4,Trichostatin,0.95,100
IL32,Trichostatin,0.95,85.3198951014858
MYL9,Trichostatin,0.95,85.3198951014858
PARP9,Trichostatin,0.95,85.3198951014858
PRPF4B,Trichostatin,0.95,85.3198951014858
SNTB1,Trichostatin,0.95,100
TCP1,Trichostatin,0.95,85.3198951014858
TSPYL2,Trichostatin,0.95,85.3198951014858
UQCR10,Trichostatin,0.95,85.3198951014858
BANF1,Trichostatin,0.8,99.3725199120598
EEF1B2,Trichostatin,0.8,88.0332190011819
IRAK4,Trichostatin,0.8,89.3822074633053
KCNMA1,Trichostatin,0.8,89.3822074633053
MYBBP1A,Trichostatin,0.8,100
AKT2,Trichostatin,0.85,100
CACYBP,Trichostatin,0.85,84.9318360623059
CD37,Trichostatin,0.85,84.9318360623059
COL5A2,Trichostatin,0.85,84.9318360623059
EIF2AK2,Trichostatin,0.85,84.9318360623059
NCBP2,Trichostatin,0.85,84.9318360623059
NDUFS8,Trichostatin,0.85,84.9318360623059
NFYB,Trichostatin,0.85,84.9318360623059
NPC1,Trichostatin,0.85,84.9318360623059
PSMC2,Trichostatin,0.85,84.9318360623059
PWP1,Trichostatin,0.85,84.9318360623059
RAD21,Trichostatin,0.85,84.9318360623059
RASAL2,Trichostatin,0.85,84.9318360623059
RPS6,Trichostatin,0.85,84.9318360623059
SMC3,Trichostatin,0.85,92.465918031153
SUV39H1,Trichostatin,0.85,84.9318360623059
TGFB1,Trichostatin,0.85,84.9318360623059
TIMP3,Trichostatin,0.85,84.9318360623059
TMEM158,Trichostatin,0.85,98.6782824718807
TMPRSS6,Trichostatin,0.85,84.9318360623059
UBE2L3,Trichostatin,0.85,84.9318360623059
WDR43,Trichostatin,0.85,92.465918031153
ALDH2,Trichostatin,0.9,82.7940424902625
ARF1,Trichostatin,0.9,82.7940424902625
CTSV,Trichostatin,0.9,82.7940424902625
DAB2,Trichostatin,0.9,82.7940424902625
DTNA,Trichostatin,0.9,82.7940424902625
EXO1,Trichostatin,0.9,82.7940424902625
ITGB2,Trichostatin,0.9,82.7940424902625
ITGBL1,Trichostatin,0.9,100
LDLR,Trichostatin,0.9,82.7940424902625
PIM1,Trichostatin,0.9,98.4907639893799
TPX2,Trichostatin,0.9,82.7940424902625
ACP1,Trichostatin,1,96.9815279787598
MRPL15,Trichostatin,1,100
MRPL9,Trichostatin,1,82.7940424902625
PRKG2,Trichostatin,1,82.7940424902625
PRSS23,Trichostatin,1,82.7940424902625
SUCLG1,Trichostatin,1,82.7940424902625
CLNS1A,Trichostatin,0.8,82.7940424902625
EIF4EBP1,Trichostatin,0.8,82.7940424902625
F10,Trichostatin,0.8,82.7940424902625
HNRNPU,Trichostatin,0.8,82.7940424902625
IMP4,Trichostatin,0.8,82.7940424902625
LGALS1,Trichostatin,0.8,82.7940424902625
LRPPRC,Trichostatin,0.8,82.7940424902625
LSM7,Trichostatin,0.8,82.7940424902625
MCM6,Trichostatin,0.8,82.7940424902625
NIPBL,Trichostatin,0.8,82.7940424902625
NOP2,Trichostatin,0.8,82.7940424902625
PDGFA,Trichostatin,0.8,82.7940424902625
PHB,Trichostatin,0.8,82.7940424902625
POLD2,Trichostatin,0.8,100
PSMA1,Trichostatin,0.8,82.7940424902625
RPA2,Trichostatin,0.8,82.7940424902625
RPS10,Trichostatin,0.8,82.7940424902625
SERPINE1,Trichostatin,0.8,82.7940424902625
SERPINE2,Trichostatin,0.8,82.7940424902625
SLC38A1,Trichostatin,0.8,98.4907639893799
SRSF10,Trichostatin,0.8,82.7940424902625
TMPO,Trichostatin,0.8,82.7940424902625
TPST1,Trichostatin,0.8,82.7940424902625
YWHAE,Trichostatin,0.8,82.7940424902625
ALAS1,Trichostatin,0.95,85.3430078201648
AOX1,Trichostatin,0.95,85.3430078201648
EIF4E,Trichostatin,0.95,85.3430078201648
FHL1,Trichostatin,0.95,85.3430078201648
GADD45B,Trichostatin,0.95,100
KIFC3,Trichostatin,0.95,85.3430078201648
PTPRM,Trichostatin,0.95,85.3430078201648
UBE2N,Trichostatin,0.95,85.3430078201648
CD9,Trichostatin,0.85,88.0332190011819
FARSA,Trichostatin,0.85,88.0332190011819
RPLP0,Trichostatin,0.85,88.0332190011819
XPO1,Trichostatin,0.85,89.3822074633053
YWHAQ,Trichostatin,0.85,100
ADAR,Trichostatin,0.9,86.4328726901418
CLTB,Trichostatin,0.9,86.4328726901418
COX6A1,Trichostatin,0.9,86.4328726901418
ENO1,Trichostatin,0.9,92.5641983252443
